N,P,K,temperature,humidity,ph,rainfall,label
101.4,99.0,66.5,29.28,81.22,5.61,126.01,banana
28.3,31.7,17.1,31.31,50.91,5.82,90.55,mango
19.6,5.5,28.5,26.89,95.1,5.51,154.31,coconut
98.3,15.0,68.9,25.3,83.76,6.48,46.14,watermelon
0.0,16.4,36.3,16.79,85.86,6.71,111.37,pomegranate
21.7,150.0,200.3,24.17,85.8,5.7,47.28,grapes
44.2,51.3,5.1,30.84,50.72,6.85,72.27,blackgram
12.9,41.9,18.4,26.63,80.14,7.7,31.74,mungbean
78.8,50.0,7.3,23.03,61.66,6.09,122.31,maize
22.0,43.7,11.0,26.47,91.58,6.65,54.98,mungbean
129.4,34.5,26.6,25.9,48.71,7.01,108.03,coffee
12.5,13.2,35.3,21.98,85.94,6.77,106.86,pomegranate
21.5,20.7,43.3,29.17,97.78,5.28,165.15,coconut
99.4,77.5,38.7,28.56,78.95,6.36,124.89,banana
15.0,78.8,14.3,26.06,46.73,7.12,51.65,lentil
64.5,66.6,56.3,34.39,94.69,7.19,133.23,papaya
13.7,81.0,15.4,26.19,62.26,6.45,55.54,lentil
28.2,9.4,26.8,25.49,86.21,6.24,115.66,pomegranate
13.7,137.9,206.6,21.28,87.53,5.79,66.93,grapes
29.8,9.3,22.0,26.69,94.28,4.84,174.84,coconut
26.0,61.1,29.5,27.51,68.13,7.55,53.33,blackgram
106.9,39.5,18.9,24.24,72.53,5.77,91.23,maize
111.3,26.8,33.6,24.07,55.38,6.81,181.59,coffee
38.2,59.4,21.8,27.58,63.45,7.14,78.23,blackgram
26.8,45.8,22.2,30.76,37.41,6.61,39.7,mothbeans
79.1,45.9,35.9,25.39,84.15,6.54,247.27,jute
43.3,61.7,86.2,19.8,10.0,8.1,57.03,chickpea
92.3,48.9,40.2,24.19,79.94,6.09,251.59,rice
23.2,40.4,14.9,22.62,22.79,5.05,132.11,kidneybeans
14.3,30.2,43.3,26.99,96.36,6.16,209.55,coconut
69.9,57.2,25.9,27.64,81.61,6.78,174.2,jute
4.2,63.5,23.4,17.56,19.63,5.21,128.4,kidneybeans
4.9,37.8,23.4,30.27,47.59,5.26,79.58,mango
18.9,12.2,37.0,25.15,95.96,5.78,161.11,coconut
17.2,144.6,210.0,24.88,92.48,6.23,106.46,apple
12.3,71.5,19.1,25.61,43.11,5.86,137.6,pigeonpeas
43.0,57.6,51.7,32.97,89.48,6.64,129.99,papaya
108.0,67.0,52.1,27.42,81.23,5.39,129.13,banana
20.9,150.0,189.9,21.82,87.64,6.47,97.5,apple
50.1,65.0,15.4,28.77,55.46,6.8,62.1,blackgram
19.2,127.7,210.0,23.03,82.26,5.3,61.85,grapes
83.1,63.7,42.0,19.72,84.5,6.73,234.8,rice
20.4,12.1,24.8,26.29,96.8,5.79,154.82,coconut
55.4,64.7,41.9,34.58,91.32,7.83,104.07,papaya
21.5,20.9,39.8,24.54,93.97,5.91,159.78,coconut
19.7,65.1,24.0,23.81,74.33,6.2,55.11,lentil
127.8,8.6,53.3,27.31,76.89,6.66,41.39,watermelon
20.4,18.8,45.3,18.66,87.88,6.18,144.15,pomegranate
19.2,137.6,210.0,22.6,90.24,6.12,123.35,apple
19.4,37.1,14.5,20.71,55.36,6.29,49.27,mothbeans
26.7,40.9,16.4,27.59,84.1,7.28,50.05,mungbean
18.2,59.6,30.4,15.78,19.85,5.17,130.54,kidneybeans
12.5,131.8,190.6,21.18,78.83,5.94,80.01,grapes
98.8,21.9,47.4,28.13,89.83,6.2,51.38,watermelon
20.7,40.5,20.1,29.68,84.51,6.85,42.0,mungbean
31.1,34.7,13.1,25.06,57.08,7.46,50.05,mothbeans
77.1,66.4,39.8,28.11,87.19,6.38,218.96,rice
26.0,46.9,22.2,17.43,21.82,5.5,86.09,kidneybeans
102.9,7.6,22.3,23.86,84.44,6.93,54.0,watermelon
103.2,33.3,24.4,25.33,54.07,7.22,154.57,coffee
87.7,83.5,46.3,21.35,80.24,6.58,193.16,rice
67.6,68.0,64.9,35.35,85.79,6.68,99.65,papaya
10.7,42.3,21.1,27.31,88.19,7.83,49.39,mungbean
98.5,12.7,53.0,21.65,90.15,6.73,69.02,watermelon
73.0,45.7,49.2,25.24,89.4,6.38,190.65,rice
32.5,61.6,85.6,17.35,12.17,7.3,72.46,chickpea
10.5,49.6,17.1,17.8,71.13,6.77,46.14,lentil
7.9,14.0,44.5,25.51,87.82,6.82,105.66,pomegranate
27.2,134.4,205.0,23.2,80.25,5.67,61.48,grapes
94.2,49.7,36.2,23.43,79.13,6.4,183.21,jute
53.0,36.9,37.7,22.76,81.69,6.1,182.27,jute
91.5,45.9,36.4,20.96,87.39,6.93,73.92,cotton
84.3,16.1,48.9,23.04,83.74,6.74,47.5,watermelon
21.6,8.8,24.0,24.05,92.28,5.78,221.47,coconut
84.4,15.3,49.6,29.57,90.01,6.63,34.83,muskmelon
45.7,64.5,16.7,28.11,63.87,6.74,82.44,blackgram
19.0,26.0,31.2,25.96,94.04,5.54,173.13,coconut
43.5,75.0,18.4,30.7,60.92,7.43,95.25,blackgram
18.3,68.2,14.1,25.4,36.83,6.05,164.89,pigeonpeas
109.3,4.4,48.5,29.89,89.82,6.01,23.23,muskmelon
29.4,56.3,78.1,17.28,17.45,7.88,92.2,chickpea
11.7,64.8,21.6,20.11,57.54,5.81,140.68,pigeonpeas
30.7,33.2,26.8,28.84,44.54,5.85,75.38,mango
22.1,62.6,21.0,25.55,75.92,7.69,40.0,lentil
80.4,49.4,44.4,28.58,75.78,6.45,193.74,jute
84.8,15.6,40.8,27.65,91.02,7.27,20.87,muskmelon
83.1,20.6,38.3,30.67,94.55,6.28,24.48,muskmelon
50.3,45.8,41.8,34.05,92.75,6.56,118.01,papaya
37.4,52.1,83.9,17.87,18.72,6.93,81.29,chickpea
80.9,47.3,48.0,24.74,79.15,6.29,169.92,jute
103.6,97.2,56.2,23.46,79.38,6.32,106.38,banana
103.6,19.4,51.8,28.56,90.7,6.85,24.94,watermelon
22.8,54.7,26.2,29.05,36.68,6.23,148.49,pigeonpeas
86.4,93.8,43.1,26.4,73.85,6.33,95.4,banana
116.6,40.5,27.6,25.78,89.12,7.12,76.15,cotton
30.3,51.6,20.3,25.14,59.54,6.86,66.78,blackgram
106.6,12.9,46.9,30.46,94.01,6.19,15.0,muskmelon
47.3,59.1,72.3,36.15,90.88,6.57,106.49,papaya
26.3,61.7,25.7,24.58,53.5,6.39,49.01,lentil
14.8,25.5,41.2,20.48,88.31,6.51,124.1,pomegranate
136.8,53.3,12.0,24.03,80.4,6.66,70.72,cotton
19.7,73.5,22.8,29.26,63.46,7.02,19.05,lentil
88.9,26.0,40.2,24.47,83.87,6.74,47.91,watermelon
69.0,33.2,24.0,30.74,69.07,6.21,108.08,maize
30.2,81.2,26.4,25.6,51.03,6.17,156.96,pigeonpeas
14.5,144.3,202.8,25.31,80.88,6.47,91.54,grapes
24.2,55.6,16.4,26.82,45.17,6.61,26.01,mothbeans
84.1,86.8,55.6,25.42,76.26,4.89,109.88,banana
49.8,60.7,19.1,26.68,57.29,6.72,48.96,blackgram
21.1,66.6,26.5,30.74,44.3,4.86,152.0,pigeonpeas
21.8,47.0,19.5,23.44,47.52,5.46,152.1,pigeonpeas
15.5,17.3,41.2,19.49,87.28,6.79,107.68,pomegranate
19.3,11.8,37.1,19.86,95.34,6.43,98.14,pomegranate
19.6,77.1,18.6,31.38,39.22,4.81,188.97,pigeonpeas
23.0,34.6,23.3,22.57,55.86,7.11,64.54,mothbeans
35.5,12.9,31.1,27.81,96.59,5.93,162.31,coconut
101.9,22.9,53.2,24.49,92.45,7.37,55.48,watermelon
6.9,55.6,23.4,25.78,71.34,6.74,38.77,lentil
19.7,10.6,7.2,22.17,86.63,6.66,139.18,orange
23.4,18.1,52.2,24.63,86.15,6.4,77.86,pomegranate
63.9,55.4,34.0,21.96,71.13,5.91,159.87,jute
79.5,24.7,39.8,25.44,80.65,6.45,266.52,rice
18.2,48.7,18.7,28.07,93.45,6.68,35.67,mungbean
79.5,31.1,37.6,26.59,84.15,6.51,187.99,jute
20.4,28.4,14.1,21.55,92.78,6.96,124.31,orange
12.4,14.0,34.6,24.51,89.27,6.75,135.49,pomegranate
22.1,108.6,210.0,21.53,90.65,6.27,95.43,apple
33.7,57.3,15.8,28.27,81.3,6.68,41.64,mungbean
91.3,53.5,31.7,26.8,83.89,6.38,213.58,rice
15.0,29.0,15.2,30.87,46.67,7.24,70.68,mothbeans
61.3,52.9,43.3,25.61,74.81,6.71,183.65,jute
137.3,37.2,15.9,27.38,80.93,7.35,66.71,cotton
120.0,20.0,26.1,23.46,53.98,6.27,192.46,coffee
12.9,53.7,23.1,28.4,52.7,6.85,29.16,mothbeans
13.2,69.0,18.8,18.96,19.12,5.54,67.84,kidneybeans
38.9,59.0,91.3,23.27,14.28,7.51,96.87,chickpea
73.1,53.2,38.5,21.33,73.86,5.32,218.95,rice
14.2,74.7,23.8,24.49,75.13,6.95,42.33,lentil
46.4,68.6,19.0,31.28,65.7,7.78,73.74,blackgram
30.2,50.2,27.2,25.78,83.13,6.28,39.58,mungbean
92.3,88.5,51.3,26.66,82.49,6.17,120.93,banana
13.5,11.6,32.9,24.09,82.06,6.64,104.8,pomegranate
76.5,50.9,28.0,25.73,78.22,6.57,225.13,rice
97.7,18.0,58.5,22.83,80.17,6.7,35.4,watermelon
9.1,86.1,29.3,23.69,72.46,6.88,45.81,lentil
37.5,36.9,24.4,29.25,79.96,6.57,51.81,mungbean
10.9,56.6,26.4,28.32,58.35,7.49,43.2,mothbeans
91.7,18.3,42.9,26.1,95.08,6.34,23.53,muskmelon
27.4,6.1,30.0,28.37,94.24,6.29,172.04,coconut
10.0,21.6,30.8,21.97,94.43,6.3,119.68,pomegranate
2.4,47.3,25.2,22.57,48.48,5.29,145.62,pigeonpeas
84.9,36.1,37.9,25.78,85.19,7.14,241.23,rice
27.8,70.9,20.2,29.75,72.65,7.37,100.95,blackgram
22.8,19.0,7.1,19.43,93.21,7.4,128.46,orange
20.8,130.8,170.9,23.98,87.72,5.83,108.49,apple
16.8,52.6,20.9,28.52,86.49,6.16,38.89,mungbean
14.7,21.3,33.4,27.3,90.62,6.8,123.38,pomegranate
8.6,31.0,49.4,21.31,93.52,6.41,119.37,pomegranate
17.9,137.4,210.0,28.0,89.48,5.71,92.06,apple
13.6,60.5,18.7,29.03,62.73,7.19,51.7,lentil
25.5,57.4,21.8,21.24,20.17,5.83,116.08,kidneybeans
58.8,32.7,47.7,21.98,75.09,6.49,250.43,rice
15.3,47.0,27.1,29.59,45.04,7.12,60.99,mothbeans
61.7,37.9,44.6,22.83,85.78,5.74,298.97,rice
83.0,48.4,43.4,26.3,83.45,6.79,190.52,jute
22.6,54.2,15.1,27.79,47.49,5.12,157.69,pigeonpeas
33.5,75.5,16.7,32.08,53.6,6.98,63.27,blackgram
20.0,150.0,157.3,23.32,88.85,5.59,87.07,apple
19.0,150.0,185.6,22.7,89.1,6.58,97.07,apple
21.2,51.9,7.5,22.7,53.68,6.15,158.45,pigeonpeas
103.5,29.9,54.9,29.4,92.44,6.37,33.36,muskmelon
102.6,12.7,23.0,23.42,68.0,6.45,154.43,coffee
49.5,44.2,70.8,22.36,11.94,7.48,100.11,chickpea
22.4,70.5,18.0,24.07,90.84,6.56,42.03,mungbean
23.6,31.4,27.0,31.73,48.36,5.92,103.67,mango
79.5,30.0,21.2,20.59,58.39,5.81,42.74,maize
97.2,16.4,56.1,27.73,92.75,6.3,26.35,muskmelon
23.1,48.2,13.1,30.98,51.97,6.92,65.6,mothbeans
119.5,18.4,28.2,29.13,80.58,6.51,176.96,coffee
18.5,22.2,29.0,31.46,49.06,5.83,87.57,mango
17.5,69.0,19.1,29.84,49.38,6.0,132.2,pigeonpeas
128.1,12.8,66.8,26.3,95.51,6.49,15.03,muskmelon
29.4,123.5,210.0,23.97,96.68,6.08,108.16,apple
43.0,75.0,34.6,35.01,94.66,7.15,110.79,papaya
116.8,58.0,21.9,21.01,61.85,6.49,100.32,maize
88.7,31.3,38.6,25.93,61.26,6.66,184.35,coffee
12.1,16.1,6.9,24.56,91.75,7.06,140.41,orange
9.4,59.7,12.4,23.34,71.64,6.66,38.73,lentil
124.8,15.9,46.1,26.43,49.79,6.48,210.48,coffee
75.4,37.4,12.1,26.27,66.68,5.63,99.69,maize
20.0,21.1,44.4,15.85,90.67,5.87,104.57,pomegranate
16.7,54.5,23.7,27.94,66.47,6.7,31.16,lentil
15.2,30.3,24.6,25.99,27.59,7.1,55.97,mothbeans
23.0,43.2,14.7,30.13,46.63,6.43,43.27,mothbeans
85.5,45.2,17.6,24.67,68.42,6.59,92.27,maize
38.6,68.1,66.2,16.29,13.41,7.47,91.14,chickpea
83.7,41.3,49.0,23.15,90.66,6.63,140.46,jute
28.0,63.7,26.7,24.94,61.03,6.73,53.32,lentil
82.3,43.6,36.5,21.38,78.27,5.97,148.96,jute
80.9,28.2,35.4,23.66,66.63,6.88,114.13,coffee
15.8,75.0,8.6,17.92,59.17,6.28,66.16,lentil
17.4,9.7,34.7,29.19,95.09,6.07,186.5,coconut
80.3,84.1,58.3,28.27,79.5,5.17,126.36,banana
64.8,37.2,52.7,26.18,76.81,6.44,227.68,rice
86.8,23.5,32.2,28.36,64.53,7.24,145.08,coffee
21.5,66.9,24.4,28.11,58.6,5.41,159.71,pigeonpeas
19.4,50.4,7.0,27.96,42.08,6.87,55.84,mothbeans
143.3,53.8,14.6,20.23,81.13,7.0,100.99,cotton
85.1,37.7,59.4,22.64,81.81,6.17,166.78,jute
19.1,141.5,193.3,24.06,86.79,6.67,69.25,grapes
30.6,56.6,22.2,25.25,66.77,7.8,80.9,blackgram
129.5,36.7,6.3,24.39,84.3,6.76,76.77,cotton
16.5,56.6,14.6,27.96,83.62,6.6,62.44,mungbean
63.9,28.8,27.5,20.3,47.27,6.43,89.54,maize
58.1,60.5,44.9,32.0,94.0,7.12,117.1,papaya
90.6,12.3,41.8,27.21,92.45,5.69,27.54,muskmelon
112.3,23.5,28.5,24.73,60.46,7.04,172.21,coffee
23.0,15.2,38.1,22.17,93.25,6.67,195.85,coconut
48.0,51.4,47.5,34.49,90.02,6.59,141.84,papaya
107.0,15.6,58.5,28.74,94.57,6.02,15.0,muskmelon
17.4,54.8,16.2,23.65,58.66,7.57,36.51,lentil
17.1,58.0,27.4,24.03,13.52,5.68,102.26,kidneybeans
46.9,57.9,18.7,23.81,54.02,6.36,38.55,blackgram
99.2,33.2,39.5,23.5,56.64,7.67,159.72,coffee
19.5,53.4,26.3,31.28,53.89,6.47,57.55,mothbeans
80.8,45.5,44.2,24.87,77.57,7.01,161.77,jute
91.8,85.3,50.7,29.31,75.77,5.82,92.78,banana
25.2,11.0,35.3,25.96,89.07,7.05,96.71,pomegranate
18.9,22.6,23.2,29.01,51.64,5.75,103.67,mango
85.4,27.3,39.1,28.14,49.27,6.99,151.02,coffee
18.6,130.1,185.0,21.63,83.34,6.63,57.33,grapes
118.4,25.6,37.3,28.4,51.11,7.07,185.48,coffee
137.6,74.1,42.5,27.59,78.77,5.76,110.73,banana
103.9,30.2,30.4,20.7,55.03,6.44,162.31,coffee
104.4,14.9,48.8,29.01,86.71,7.14,45.94,watermelon
117.9,54.0,28.8,21.86,62.88,6.56,86.34,maize
83.0,15.8,59.7,27.29,87.48,6.24,22.89,muskmelon
49.2,68.2,16.2,34.36,71.22,6.9,83.73,blackgram
87.1,21.9,22.7,22.69,61.69,6.67,161.28,coffee
25.0,43.1,14.5,28.54,57.29,7.16,48.32,blackgram
16.3,140.4,174.6,23.34,93.77,5.56,103.35,apple
16.5,120.6,208.9,18.65,89.29,5.74,94.3,apple
17.0,18.4,32.0,27.01,95.4,6.19,156.99,coconut
80.1,40.1,44.1,22.62,74.61,6.77,222.47,rice
89.0,37.9,45.3,23.23,82.62,6.47,179.72,jute
29.2,69.0,78.9,18.09,16.61,6.98,66.24,chickpea
68.0,28.9,34.9,24.53,93.35,5.84,209.11,rice
18.9,147.9,173.7,24.49,76.23,5.66,60.09,grapes
25.8,130.8,194.5,22.54,81.39,6.31,70.66,grapes
99.2,13.5,62.4,21.78,82.49,5.99,39.0,watermelon
17.5,53.0,16.9,22.88,52.3,5.89,208.73,pigeonpeas
22.5,35.3,22.5,30.3,49.13,7.2,29.98,mothbeans
78.5,15.3,56.2,27.91,94.45,6.47,31.35,muskmelon
61.8,63.0,16.7,33.91,95.48,6.75,142.95,papaya
24.3,18.2,25.3,27.38,92.67,6.26,197.5,coconut
21.5,67.3,14.0,17.84,21.9,5.42,122.53,kidneybeans
27.3,18.3,62.6,18.88,86.44,6.82,151.87,pomegranate
32.0,11.2,44.1,28.15,94.59,6.15,202.52,coconut
73.9,15.3,46.7,28.57,93.95,6.61,16.64,muskmelon
46.5,45.1,52.5,33.54,95.63,6.99,124.8,papaya
113.8,50.8,47.3,25.43,85.69,7.14,165.8,jute
18.8,65.6,13.4,14.58,20.62,6.37,136.8,kidneybeans
111.7,51.7,19.0,27.48,84.66,7.12,53.66,cotton
14.1,35.0,39.6,32.09,39.0,5.8,94.8,mango
62.8,68.1,43.8,32.92,89.55,6.49,129.87,papaya
50.0,69.5,20.9,29.28,66.98,6.96,51.51,blackgram
89.1,30.1,26.2,24.07,49.2,7.5,160.52,coffee
27.1,56.2,27.0,29.96,57.62,6.79,39.08,mothbeans
127.0,43.0,20.6,25.57,80.67,6.8,108.35,cotton
81.9,40.8,45.0,24.75,79.74,7.19,185.01,jute
66.6,21.4,70.2,27.82,91.86,6.57,26.16,muskmelon
45.1,57.8,82.7,20.17,15.28,7.15,76.56,chickpea
80.3,16.4,49.1,26.84,83.14,6.51,52.03,watermelon
17.6,27.7,34.6,32.49,42.01,5.96,102.18,mango
15.7,17.9,23.6,28.39,93.29,5.72,162.14,coconut
16.0,9.2,11.5,25.41,88.97,6.78,121.89,orange
19.2,120.6,205.6,19.66,90.48,5.66,139.42,apple
8.9,50.5,12.8,27.46,61.06,6.4,45.22,mothbeans
121.8,41.9,19.4,26.57,88.36,7.15,72.54,cotton
95.8,48.2,53.4,25.93,79.55,6.87,243.58,jute
20.0,17.6,3.9,23.44,92.12,7.27,106.25,orange
22.4,50.8,11.9,22.8,46.8,6.81,178.49,pigeonpeas
26.2,136.2,203.4,19.7,91.93,5.09,94.66,apple
109.7,15.1,48.3,24.14,94.93,7.0,18.37,muskmelon
84.3,55.0,24.9,23.13,42.57,7.03,93.53,maize
14.7,131.5,200.1,19.94,78.6,6.8,64.96,grapes
23.4,12.8,0.5,24.16,92.33,7.73,146.09,orange
25.4,35.1,28.8,31.54,35.81,5.25,111.37,mango
111.8,32.1,20.8,26.96,53.02,6.93,160.42,coffee
14.7,41.8,12.8,27.74,58.61,6.73,16.69,mothbeans
94.7,19.3,46.7,27.69,94.77,6.54,35.74,muskmelon
59.6,40.4,11.2,22.67,73.41,6.55,81.05,maize
20.5,19.5,46.5,19.94,93.28,7.27,114.32,pomegranate
14.9,61.6,22.9,31.63,41.45,7.51,30.64,mothbeans
21.4,17.2,36.2,30.37,93.94,5.96,185.28,coconut
23.1,14.5,17.9,27.83,92.55,7.11,84.1,orange
82.8,25.4,38.0,24.18,55.23,6.52,98.47,maize
130.1,55.1,15.0,21.82,79.51,7.13,74.15,cotton
37.6,69.2,81.9,15.58,14.19,7.16,69.26,chickpea
19.9,56.3,16.9,25.3,90.44,7.2,24.96,mungbean
13.9,66.8,21.1,16.2,23.44,5.46,87.77,kidneybeans
63.2,42.0,17.4,23.37,62.44,6.29,41.52,maize
82.0,50.8,8.9,25.12,72.49,6.09,88.41,maize
19.9,53.3,24.8,24.96,88.54,6.28,38.2,mungbean
119.0,51.9,13.2,25.75,79.06,6.3,83.68,cotton
21.9,33.3,27.4,29.47,40.22,5.87,74.2,mango
123.5,21.5,43.4,26.91,96.81,6.64,32.7,muskmelon
90.0,15.8,44.8,28.87,89.87,6.42,19.66,muskmelon
116.7,8.0,74.5,29.63,93.89,5.84,20.45,muskmelon
110.9,21.9,28.5,20.34,64.53,6.67,83.6,coffee
21.5,14.4,32.8,23.72,84.92,6.17,123.41,pomegranate
75.6,24.4,44.3,24.93,86.68,7.03,43.59,watermelon
86.2,46.3,47.3,25.85,82.88,7.47,162.68,jute
101.6,22.3,57.3,28.03,91.26,6.67,15.0,muskmelon
43.6,64.8,15.2,28.03,63.97,6.69,79.51,blackgram
133.5,19.0,32.7,22.17,87.25,6.12,24.8,watermelon
21.8,21.6,26.1,28.17,93.69,5.8,186.13,coconut
25.4,41.4,21.7,30.34,57.14,6.84,34.55,mothbeans
77.9,35.9,38.9,27.83,77.22,6.03,168.69,rice
15.8,19.1,18.1,26.36,95.46,6.25,176.28,coconut
14.1,45.2,18.7,28.62,44.24,7.14,52.33,mothbeans
104.9,19.2,36.9,25.13,89.68,5.85,49.45,watermelon
85.4,87.8,48.7,25.49,85.92,5.76,86.51,banana
72.0,37.4,38.9,27.92,75.89,6.95,159.65,jute
10.5,135.2,198.7,22.97,83.09,6.37,57.24,grapes
22.9,145.8,184.6,26.82,92.0,5.73,113.32,apple
18.8,31.6,30.4,18.04,94.61,6.99,88.59,pomegranate
106.7,23.6,28.1,27.43,51.47,6.07,117.86,coffee
111.7,21.8,44.1,26.35,84.5,6.04,45.53,watermelon
32.5,24.4,12.9,22.91,92.57,6.68,129.88,orange
18.2,49.6,22.5,29.93,56.32,6.12,47.79,mothbeans
25.8,50.8,32.5,31.47,56.07,7.04,45.05,mothbeans
100.4,72.1,36.0,27.16,88.96,5.85,94.33,banana
47.6,57.9,71.2,16.02,12.18,7.36,101.8,chickpea
23.0,42.6,25.3,29.72,65.74,6.52,45.58,mothbeans
7.0,14.2,30.8,32.14,67.32,5.8,113.36,mango
12.4,142.6,202.4,24.98,83.44,6.08,61.08,grapes
17.2,44.1,18.6,28.09,51.64,6.39,50.22,mothbeans
128.7,107.9,52.8,26.86,81.03,5.84,95.19,banana
65.8,18.9,62.4,30.6,90.9,6.53,15.0,muskmelon
18.7,68.3,28.6,19.62,57.25,7.85,33.24,lentil
115.7,78.6,49.0,27.56,77.29,6.2,95.17,banana
17.3,16.5,27.5,30.01,57.47,5.29,97.47,mango
21.4,24.7,47.3,30.95,33.42,5.98,104.15,mango
21.5,15.8,45.5,29.31,93.08,5.99,174.57,coconut
12.0,140.3,210.0,20.28,83.49,6.6,74.8,grapes
22.2,23.0,15.9,24.32,94.54,7.5,124.75,orange
15.4,118.7,203.9,24.08,75.89,6.8,79.7,grapes
113.8,23.7,36.3,21.45,90.04,6.11,43.61,watermelon
16.1,28.0,31.7,30.83,46.34,5.83,118.88,mango
90.2,30.0,23.0,27.91,54.93,6.27,134.88,coffee
85.5,20.6,34.1,22.99,61.71,6.92,136.99,coffee
111.3,18.6,52.3,25.24,83.08,6.54,29.39,watermelon
10.8,76.5,21.0,23.26,61.15,6.94,53.4,lentil
23.1,63.5,25.4,31.27,76.29,6.53,43.8,mungbean
103.4,11.7,67.8,26.01,90.11,5.69,40.62,watermelon
22.2,149.1,172.0,19.8,92.12,5.35,102.23,apple
92.3,17.7,49.0,28.47,93.97,6.32,16.4,muskmelon
21.3,31.0,30.6,18.15,88.14,6.37,132.86,pomegranate
15.3,55.0,22.4,21.83,71.73,6.8,42.27,lentil
16.4,63.3,17.8,26.47,43.55,6.88,165.47,pigeonpeas
102.5,20.3,54.3,24.9,88.38,6.42,49.97,watermelon
109.5,34.8,22.9,25.49,57.97,6.76,136.23,coffee
105.2,19.0,54.4,28.35,93.25,6.31,23.94,muskmelon
20.7,14.1,13.5,20.6,97.05,6.69,142.7,orange
58.0,52.6,38.5,22.02,70.94,6.28,175.43,rice
24.0,77.5,29.2,14.34,76.9,7.27,66.71,lentil
29.5,71.9,27.4,27.56,35.11,5.95,104.09,pigeonpeas
48.5,57.2,24.1,29.77,64.24,6.55,67.41,blackgram
16.6,150.0,181.1,25.42,82.73,6.26,64.28,grapes
21.8,119.8,208.1,20.79,90.9,5.93,92.44,apple
16.6,85.5,7.6,21.44,64.5,7.05,17.45,lentil
71.6,46.5,31.1,17.49,51.63,7.14,86.26,maize
31.2,62.6,17.5,16.17,22.81,4.54,122.63,kidneybeans
44.0,43.7,31.4,28.09,53.35,7.72,44.48,blackgram
20.0,44.4,9.3,19.67,21.68,5.74,107.69,kidneybeans
116.1,27.0,38.0,20.4,58.6,6.93,145.53,coffee
12.5,59.4,13.2,28.1,66.1,7.08,36.4,lentil
17.4,122.2,210.0,24.18,74.59,5.72,66.89,grapes
20.8,61.6,24.6,25.03,65.84,7.15,67.18,lentil
93.9,24.2,58.9,26.84,82.43,6.01,62.89,watermelon
26.5,125.8,173.5,21.95,95.39,6.33,131.53,apple
41.5,60.4,45.6,34.74,95.07,7.16,136.68,papaya
24.1,54.8,18.9,23.23,87.09,6.52,55.21,mungbean
90.7,4.2,58.1,30.15,93.32,7.02,15.0,muskmelon
83.2,36.5,41.2,29.97,75.03,6.58,198.71,jute
21.3,60.5,8.1,28.13,47.94,7.38,183.78,pigeonpeas
20.4,37.4,24.6,27.59,85.08,6.95,45.35,mungbean
19.3,124.8,210.0,27.86,92.05,5.97,130.57,apple
96.1,56.8,0.0,23.4,54.62,6.81,90.48,maize
11.7,23.1,16.6,30.33,94.78,6.15,163.73,coconut
63.3,60.3,43.5,36.01,89.81,6.04,168.0,papaya
18.7,13.2,43.9,29.11,93.71,6.2,197.8,coconut
97.1,16.6,51.7,32.6,90.51,6.31,24.16,muskmelon
12.5,61.7,19.6,17.28,19.2,5.89,128.73,kidneybeans
100.8,41.5,13.1,28.09,82.89,7.01,75.37,cotton
21.7,66.2,22.4,13.9,16.19,6.09,81.93,kidneybeans
94.8,8.4,56.4,26.18,88.18,6.58,22.52,muskmelon
8.7,65.8,16.7,18.9,18.37,5.55,87.54,kidneybeans
19.4,145.6,210.0,19.27,86.28,5.87,62.77,grapes
15.8,12.9,50.3,20.48,91.67,6.33,81.53,pomegranate
15.6,109.7,210.0,23.35,83.18,4.71,58.46,grapes
24.2,23.7,7.9,20.71,89.68,7.96,127.2,orange
22.8,22.1,62.9,25.92,82.97,5.58,116.58,pomegranate
22.4,24.4,33.5,30.93,50.51,5.57,79.37,mango
92.2,42.8,39.8,25.61,69.64,6.11,236.79,rice
64.8,56.9,50.4,32.28,91.87,6.5,174.79,papaya
24.9,16.1,28.1,13.84,87.48,6.19,110.04,pomegranate
28.7,65.0,18.9,19.94,58.37,5.97,147.16,pigeonpeas
20.3,65.5,22.9,18.72,23.21,5.59,133.73,kidneybeans
18.8,7.4,25.7,24.88,93.92,5.81,187.79,coconut
13.6,53.2,21.3,26.92,88.73,6.72,66.19,mungbean
23.8,14.7,32.1,24.31,93.18,6.6,188.72,coconut
35.2,51.0,22.3,28.76,83.73,6.29,46.8,mungbean
22.6,68.9,23.0,25.35,59.43,6.59,61.77,lentil
45.2,68.2,20.6,25.98,70.28,6.02,62.04,blackgram
39.7,76.0,60.0,23.65,14.32,6.77,75.8,chickpea
114.3,43.8,19.5,24.68,75.3,6.76,86.86,cotton
22.4,60.8,18.8,22.04,64.5,7.09,39.81,lentil
91.3,80.0,55.7,26.96,84.2,6.52,74.41,banana
24.0,54.7,16.9,18.26,26.12,6.41,78.16,kidneybeans
20.3,37.9,24.4,25.45,72.23,6.59,30.02,mungbean
113.8,41.9,26.9,22.27,79.6,6.41,89.66,cotton
6.1,59.0,17.5,22.7,72.72,7.25,66.76,lentil
20.2,17.7,6.0,26.62,90.29,6.83,128.44,orange
64.6,35.4,38.3,22.54,67.29,6.49,118.24,maize
72.0,49.2,29.5,22.39,67.63,6.01,117.5,maize
109.9,21.1,51.8,23.88,88.37,7.05,39.62,watermelon
86.8,51.4,17.9,24.86,87.5,6.77,134.71,jute
